country,description,designation,points,price,taster_name,title,variety,winery
Austria,"The Zieregg vineyard is on the frontier between Austria and Slovenia. The wine, fermented in wood, is in a very tight, closed style, firm, with some bitter herbs in its youth. The flavors are of white fruits, spiced with a touch of pepper. Age for 3â€“4 years. Glass stopper.",Zieregg,92,,Roger Voss,Manfred Tement 2008 Zieregg Sauvignon Blanc (SÃ_dsteiermark),Sauvignon Blanc,Manfred Tement
Austria,"Aromatically intense notes of flint, smoke and gunmetal already hint at the precise and profound nature of this Styrian Sauvignon Blanc. Everything is in abundance: concentration, savory undertones of boxwood and moss and an integrated acidity that gives both length and structure to this intense wine. Drink 2015â€“2018.",Zieregg,93,55,Anne KrebiehlÂ MW,Manfred Tement 2011 Zieregg Sauvignon Blanc (SÃ_dsteiermark),Sauvignon Blanc,Manfred Tement
US,"This blend of Barbera, Petite Sirah and other red varieties tastes hearty, fruity, full flavored and full bodied, without being too tannic to enjoy easily. Aromas like blackberry jam and flavors reminiscent of dark plum and spicy, smoky oak make it tempting and delicious. Enough fresh acidity keeps it balanced.",Zhu Sha,90,34,Jim Gordon,Cinnabar 2012 Zhu Sha Red (Clements Hills),Red Blend,Cinnabar
Italy,"Bright, luminous and soft, this has a bouquet of spring flowers and exotic fruits. It's soft, with a sweet intensity that's not overdone or heavy. This is made by one of Europe's most successful wine co-operatives.",Zeveri,88,25,,Cavit 2010 Zeveri MÃ_ller-Thurgau (Trentino Superiore),MÃ_ller-Thurgau,Cavit
US,"Intense and perfumed, this has high-pitched aromas of rose oil, smoked meat and blackberry. Light, open-knit tannins and juicy acids make for a palate that is accessible and succulent. The acidity becomes more pickled in taste as the wine sits in the glass.",Zeus,84,26,,DoukÃ©nie 2010 Zeus Red (Virginia),Red Blend,DoukÃ©nie
France,"In a modern, smooth style, with plush fruit and dusty tannins, this is a ripe, open wine, an easy expression of Malbec, New World in its fruitiness.",Zette Rouge,88,9,Roger Voss,ChÃ¢teau LagrÃ©zette 2005 Zette Rouge Malbec (Cahors),Malbec,ChÃ¢teau LagrÃ©zette
France,"Fresh strawberry flavors, followed by some vanilla and sweet acidity characterize this wine from the Lagrezette winery. With its blend of Malbec, Syrah and white Viognier, this has softness, ripeness and, despite its acidity, a definite sweet finish.",Zette RosÃ©,84,12,Roger Voss,ChÃ¢teau LagrÃ©zette 2007 Zette RosÃ© Malbec (Vin de Pays du Lot),Malbec,ChÃ¢teau LagrÃ©zette
Italy,"This is a pleasant, no-fuss sparkler with textbook aromas of peach, flowers and citrus fruit. Overall, it lacks intensity but its crisp, lean mouthfeel helps it end on a high, zesty note.",Zeta Dry,86,17,,Zardetto NV Zeta Dry  (Prosecco di Conegliano),Prosecco,Zardetto
Italy,"Aromas of tropical fruit and citrus blossom lead the nose on this rich sparkler. The round, rather sweet palate doles out banana, green apple, yellow peach and apricot alongside a foaming mousse. Less sweet than a dessert wine, it would pair nicely with vanilla ice cream or cream-filled pastries.",Zeta Dry,87,22,Kerin Oâ€™Keefe,Zardetto 2014 Zeta Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Zardetto
Argentina,"Powerful, pure and tightly wound, meaning it's a candidate for short-term cellaring, say 2â€“5 years. Smells ripe and fruity, with blackberry, cola and coconut resulting in a spot-on nose. Concentrated and juicy, with a strong constitution and potent plum, berry and cassis flavors. Toasty and lightly oaky on the finish; 73% Malbec and 27% Cabernet Sauvignon.",Zeta,92,45,Michael Schachner,Zuccardi 2008 Zeta Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,Zuccardi
Argentina,"A crisp, focused nose consisting of lemon peel, cedar, dried cheese, blackberry and cassis aromas is encouraging. This Malbec (with 15% Cabernet Sauvignon) is mouth-filling and tight, with firm tannins. Pointed salty flavors of black plum and berry fruits finish with integrated spice and cocoa notes. Drink now through 2024â€”the longer this sits, the less aggressive and choppy it'll be.",Zeta,91,45,Michael Schachner,Zuccardi 2013 Zeta Red (Uco Valley),Bordeaux-style Red Blend,Zuccardi
Argentina,"This Malbec-led blend opens with grapy black-fruit aromas. The palate is saturated through and through, while intensely ripe flavors of blackberry, cassis and black plum finish long but not aggressive. This comes across as being well polished and smooth; drink through 2022.",Zeta,92,45,Michael Schachner,Zuccardi 2011 Zeta Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,Zuccardi
Romania,"Hints of sun-dried hay and honey add rustic charm to crisp yellow-peach and apricot flavors on the nose and palate of this off-dry, aromatic wine. Spritely with lemon-lime acidity, it finishes with a refreshing spray of cut green herb.",Zestrea Demisec,87,11,Anna Lee C. Iijima,Murfatlar 2011 Zestrea Demisec FeteascÇ_ RegalÇ_ (Murfatlar),FeteascÇ_ RegalÇ_,Murfatlar
Romania,"Aromas of sunny citrus and apricot entice on this deliciously fruity Muskat Ottonel. Semidry in style, the palate is generously sweetened with the juice of fresh yellow cherry and peach. With so much zippy acidity, it finishes nearly dry.",Zestrea Demidulce,88,11,Anna Lee C. Iijima,Murfatlar 2011 Zestrea Demidulce Muskat Ottonel (Murfatlar),Muskat Ottonel,Murfatlar
Romania,"Despite Romanian labeling standards, this demidulce is only a shade off-dry. The palate is intensely juicy with a ripe cherry flavor that's accented by layers of violet, fresh herb and a striking crushed-granite minerality. Easygoing elegance for an incredible value price.",Zestrea Demidulce,88,9,Anna Lee C. Iijima,Murfatlar 2010 Zestrea Demidulce Feteasca Neagra (Murfatlar),Feteasca Neagra,Murfatlar
Italy,"You can taste the age here in the wine's sophisticated and evolved aromas of butterscotch, caramel, dried fruit and pressed flower petal. In fact, this wine comes from the far away 2000 vintage but has beautifully maintained its fruit characteristics and overall crispness.",Zerum Riserva Dosaggio Zero,92,95,,La Valle 2000 Zerum Riserva Dosaggio Zero Chardonnay (Franciacorta),Chardonnay,La Valle
Italy,"This bold Langhe blend of Barbera, Dolcetto and Nebbiolo opens with funky aromas of barnyard, used leather, moist earth, black fruit and cured meat. Zerosolfiti means â€œzero sulfitesâ€ù in Italian.",Zerosolfiti,85,,,Marziano Abbona 2008 Zerosolfiti Red (Langhe),Red Blend,Marziano Abbona
Italy,"Bright, succulent berry tones are followed by a touch of smoked meat and wet earth that is typically found in the Barbera grape. This expression also has a hint of tobacco and exotic spice at the back that gives it more dimension and personality.",Zerolegno,88,15,,Gaudio 2008 Zerolegno  (Barbera del Monferrato),Barbera,Gaudio
Italy,"Bright, succulent berry tones are followed by a touch of smoked meat and wet earth that is typically found in the Barbera grape. This expression also has a hint of tobacco and exotic spice at the back that gives it more dimension and personality.",Zerolegno,88,15,,Gaudio 2008 Zerolegno  (Barbera del Monferrato),Barbera,Gaudio
Italy,"Made with organically grown grapes and with no added sulfites, this opens with earthy aromas of black-skinned fruit, ground pepper and a whiff of truffle. The lively, simple palate offers black cherry and clove alongside vibrant acidity.",Zeroincondotta,86,14,Kerin Oâ€™Keefe,Paolo Marcarino 2014 Zeroincondotta  (Barbera di Piemonte),Barbera,Paolo Marcarino
Italy,"This is a very lean and dry expression of Prosecco Superiore that does a great job of refreshing a thirsty mouth on a hot summer day, but adds little else. Lemon and white flower aromas are backed by sharp bubbles.",Zero Nove Brut,84,18,,ValdellÃ¶vo NV Zero Nove Brut  (Conegliano Valdobbiadene Prosecco Superiore),Glera,ValdellÃ¶vo
Italy,"Alluring scents of wisteria, acacia and white peach float out of the glass. The lively palate doles out crisp green apple, unripe pear and lime zest accompanied by racy acidity and a foaming mousse.",Zero Nove,88,20,Kerin Oâ€™Keefe,ValdellÃ¶vo 2014 Zero Nove  (Conegliano Valdobbiadene Prosecco Superiore),Glera,ValdellÃ¶vo
Italy,"Prosecco tastes great when it offers a measured flirtation of sweetness on the finishâ€”as found in this wine. A soft, creamy mouthfeel is followed by peach blossom, citrus and honey.",Zero Gran CuvÃ©e Extra Dry,87,25,,De Stefani NV Zero Gran CuvÃ©e Extra Dry  (Prosecco Treviso),Glera,De Stefani
Italy,"Easy, tight and watery, this informal Prosecco would hit the spot on a hot summer day by the pool. Floral and peach aromas are woven within the sparkler's natural sweetness.",Zero Gran CuvÃ©e Extra Dry,84,,,De Stefani NV Zero Gran CuvÃ©e Extra Dry  (Prosecco),Glera,De Stefani
Italy,"Prosecco tastes great when it offers a measured flirtation of sweetness on the finishâ€”as found in this wine. A soft, creamy mouthfeel is followed by peach blossom, citrus and honey.",Zero Gran CuvÃ©e Extra Dry,87,25,,De Stefani NV Zero Gran CuvÃ©e Extra Dry  (Prosecco Treviso),Glera,De Stefani
France,"The wine is bone-dry with acidity as well as fragrant fruitiness. Because it comes from the south of Champagne, it has enough ripe fruit to sustain and balance this really dry character. It's ready to drink, although holding until late 2015 will help it even more.",Zero Dosage Brut Nature,88,46,Roger Voss,Gremillet NV Zero Dosage Brut Nature  (Champagne),Champagne Blend,Gremillet
France,"The wine is bone-dry with acidity as well as fragrant fruitiness. Because it comes from the south of Champagne, it has enough ripe fruit to sustain and balance this really dry character. It's ready to drink, although holding until late 2015 will help it even more.",Zero Dosage Brut Nature,88,46,Roger Voss,Gremillet NV Zero Dosage Brut Nature  (Champagne),Champagne Blend,Gremillet
US,"While ebulliently peachy and floral on the nose, savory notes of dried reeds and savory herbs overwhelm the fruit flavors in this dry, light-bodied Riesling. It's crisp and refreshingly composed, but finishes a bit short. Drink now.",Zero Degree Dry,84,16,Anna Lee C. Iijima,Three Brothers 2014 Zero Degree Dry Riesling (Seneca Lake),Riesling,Three Brothers
Italy,"This edition of Dosaggio Zero shows delicate harmony and complexity with layers of stone fruit, citrus, almond and white flower. Zesty perlage is enhanced by more stone fruit flavors on the silky finish.",Zero,91,,,Contadi Castaldi 2008 Zero Sparkling (Franciacorta),Sparkling Blend,Contadi Castaldi
Italy,"A blend of 65% Chardonnay and 35% Pinot Nero, this copper-colored wine features subtle aromas of rose, passion fruit and red berry. The lively palate offers strawberry, ripe apple and a hint of bread crust alongside brisk acidity and persistent bubbles.",Zero,89,,Kerin Oâ€™Keefe,Contadi Castaldi 2010 Zero Sparkling (Franciacorta),Sparkling Blend,Contadi Castaldi
US,"Dark cherry and bramble berry tones pervade on the nose and palate of this 67% Cabernet Franc and 33% Petit Verdot blend. While the wine is rich and full-bodied, syrupy blackfruit flavors ride on the midpalate, leading to a slightly hot finish.",Zephyrus,84,45,Alexander Peartree,Anemoi 2012 Zephyrus Red (Grand Valley),Red Blend,Anemoi
US,"A 50-50 blend of Cabernet Franc and Petit Verdot, this wine shows aromas of ripe blackberries, spicy raspberry and warm vanilla. The palate seems a bit dichotomous, with ripe fruit on entry leading to a toasted oak character on the finish.",Zephyrus,85,45,Alexander Peartree,Anemoi 2013 Zephyrus Red (Grand Valley),Red Blend,Anemoi
US,"A confectionary note of marshmallow gives way to lighter intimations of citrus and sour-apple skin, making for a confusing combination of ripeness and tartness.",Zephyr's Block,85,38,Virginie Boone,Fogline Vineyards 2014 Zephyr's Block Chardonnay (Sonoma Coast),Chardonnay,Fogline Vineyards
US,"This is a brambly, blueberry-laden Petite Sirah, with black cherry, plum and chocolate highlights. Firm, ripe tannins bring a streak of lemon verbena. It's gently earthy, absolutely flavorful and drinking beautifully.",Zephyr Ridge Vineyard,91,20,Paul Gregutt,Thurston Wolfe 2009 Zephyr Ridge Vineyard Petite Sirah (Horse Heaven Hills),Petite Sirah,Thurston Wolfe
US,"Though aged in just 40% new French oak, the barrel notes of mocha and roasted coffee bean take up much of the stage with dark fruit and herbs fighting for attention. The flavors are ripe and lush but seem a bit clipped.",Zephyr Ridge Estate Bottled,87,35,Sean P. Sullivan,Swiftwater Cellars 2010 Zephyr Ridge Estate Bottled Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Swiftwater Cellars
US,"Coming from the cool 2011 vintage, the aromas of herbs, apple and spice are light. It's medium bodied and creamy in feel with a lemony finish.",Zephyr Ridge Estate Bottled,86,22,Sean P. Sullivan,Swiftwater Cellars 2011 Zephyr Ridge Estate Bottled Chardonnay (Horse Heaven Hills),Chardonnay,Swiftwater Cellars
US,"Though aged in just 40% new French oak, the barrel notes of mocha and roasted coffee bean take up much of the stage with dark fruit and herbs fighting for attention. The flavors are ripe and lush but seem a bit clipped.",Zephyr Ridge Estate Bottled,87,35,Sean P. Sullivan,Swiftwater Cellars 2010 Zephyr Ridge Estate Bottled Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Swiftwater Cellars
US,"Toast, char, wood spice and dark-fruit aromas lead to generous coffee and red-fruit flavors. It shows a pleasing sense of balance along with a finish that sticks around.",Zephyr Ridge Estate Bottled,89,35,Sean P. Sullivan,Swiftwater Cellars 2013 Zephyr Ridge Estate Bottled Merlot (Horse Heaven Hills),Merlot,Swiftwater Cellars
US,"Wood spice, herb, vanilla and dark-fruit aromas are at the fore. The palate is generously flavored and full, with abundant chocolate and cherry notes. The tannins bring some grit.",Zephyr Ridge Estate Bottled,89,42,Sean P. Sullivan,Swiftwater Cellars 2013 Zephyr Ridge Estate Bottled Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Swiftwater Cellars
US,"Reserved aromas of baked apple, cream and spice lead to medium-bodied and tart lemony flavors that stretch-out on the finish. It shows a pleasing sense of balance.",Zephyr Ridge Estate Bottled,89,22,Sean P. Sullivan,Swiftwater Cellars 2015 Zephyr Ridge Estate Bottled Chardonnay (Horse Heaven Hills),Chardonnay,Swiftwater Cellars
US,"Coming from the cool 2011 vintage, the aromas of herbs, apple and spice are light. It's medium bodied and creamy in feel with a lemony finish.",Zephyr Ridge Estate Bottled,86,22,Sean P. Sullivan,Swiftwater Cellars 2011 Zephyr Ridge Estate Bottled Chardonnay (Horse Heaven Hills),Chardonnay,Swiftwater Cellars
US,"Aromas of melted caramel, barrel spices, kiwi and pineapple rise up from this wine. The fruit flavors are lighter in style and lead to a warm finish with abundant fig notes that linger.",Zephyr Ridge,88,20,Sean P. Sullivan,Swiftwater Cellars 2013 Zephyr Ridge Chardonnay (Horse Heaven Hills),Chardonnay,Swiftwater Cellars
US,"This outright delicious wine brings aromas of herbs, coffee and pencil lead along with a mixture of red and blue fruit. The flavors are sweet, luscious and concentrated, bringing a very high yum factor. Give it plenty of time to open up.",Zephyr Ridge,91,35,Sean P. Sullivan,Swiftwater Cellars 2012 Zephyr Ridge Merlot (Horse Heaven Hills),Merlot,Swiftwater Cellars
US,"This is the fifth vintage for this rare Washington version of Petite Sirah. It is almost jet black in the center, purple at the rim, tight and tannic with plenty of acid sculpting the earthy, black cherry fruit. Loaded into the finish are layers of earth, iodine, tar and licorice; it's very well made and retains just enough roughness to satisfy lovers of this often rustic grape.",Zephyr Ridge,88,22,Paul Gregutt,Thurston Wolfe 2006 Zephyr Ridge Petite Sirah (Horse Heaven Hills),Petite Sirah,Thurston Wolfe
US,"In this wine aged 26 months in new and used American oak, the barrel aromas show themselves first, with notes of vanilla and coffee followed by spice and dark fruit. The coffee and cherry flavors are medium bodied, with well-integrated tannins backing them up.",Zephyr Ridge,88,20,Sean P. Sullivan,Thurston Wolfe 2012 Zephyr Ridge Petite Sirah (Horse Heaven Hills),Petite Sirah,Thurston Wolfe
US,"This wine has aromas of coffee, toast, cherry meats, herbs, mocha and barrel spices along with a lightly green edge. It's tart and flavorful, with a supple feel and chalky tannins.",Zephyr Ridge,88,38,Sean P. Sullivan,Swiftwater Cellars 2012 Zephyr Ridge Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Swiftwater Cellars
US,"A proprietary blend of 85% Cabernet Sauvignon, 10% Cabernet Franc, 3% Merlot and 2% Petit Verdot, Zephyr is thick and rich. It offers a ripe, juicy and soft expression of mocha, coconut and blackberry jam that's generous on the palate.",Zephyr Private Reserve,91,85,Virginie Boone,Davis Estates 2012 Zephyr Private Reserve Red (Napa Valley),Bordeaux-style Red Blend,Davis Estates
US,"A proprietary blend of 85% Cabernet Sauvignon, 10% Cabernet Franc, 3% Merlot and 2% Petit Verdot, Zephyr is thick and rich. It offers a ripe, juicy and soft expression of mocha, coconut and blackberry jam that's generous on the palate.",Zephyr Private Reserve,91,85,Virginie Boone,Davis Estates 2012 Zephyr Private Reserve Red (Napa Valley),Bordeaux-style Red Blend,Davis Estates
US,"Bright, floral and intriguingly juicy, it reveals incredible brightness, all red cherry with hints of lavender and violet. Remarkably low in alcohol, (12.9%) it nonetheless tastes fully formed, mid-weight with a touch of oak on the finish, a testament to incredible raw ingredients and respectful winemaking.",Zephyr Farms Vineyard,93,68,Virginie Boone,Red Car 2011 Zephyr Farms Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Red Car
US,"From a Freestone-based vineyard, Zephyr Farms is pungently earthy with a streak of mint, somewhat reduced in a cauldron of sour cherry and black tea. A swath of leather adds to the pungency of forest and concentrated spice.",Zephyr Farms Vineyard,88,68,Virginie Boone,Red Car 2012 Zephyr Farms Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Red Car
US,"This winery is adept at crafting unusual blends. In this case, 55% Syrah, 40% Zinfandel and 5% Viognier join forces to offer elderberry, blackberry, pine oil, toasted oak, crushed black pepper and charred meat on the nose. The palate gives chocolate, allspice, baked cherry and blueberry, vanilla and a toasty cedar tone.",Zephyr,91,37,Matt Kettmann,Zenaida Cellars 2014 Zephyr Red (Templeton Gap District),Red Blend,Zenaida Cellars
New Zealand,"A relatively new entrant to the American market, the 2016 from Glover Family offers subdued aromas of melon rind and fig, while the flavors most resemble white grapefruit. It's an easy-drinking wine with a crisp, tangy finish that just needs more complexity to reach the next level.",Zephyr,89,17,Joe Czerwinski,Glover Family 2016 Zephyr Sauvignon Blanc (Marlborough),Sauvignon Blanc,Glover Family
US,"Syrah takes the lead on this blend followed by a healthy dose of MourvÃ¨dre. It's the latter that is initially evident, with generous white-pepper and meaty aromas followed by fresh flowers, raspberries and a touch of coffee. The red- and blue-fruit flavors show a fine sense of balance, with plenty of hang time on the finish.",Zephyr,89,34,Sean P. Sullivan,Cloudlift Cellars 2013 Zephyr G-S-M (Columbia Valley (WA)),G-S-M,Cloudlift Cellars
New Zealand,"A relatively new entrant to the American market, the 2016 from Glover Family offers subdued aromas of melon rind and fig, while the flavors most resemble white grapefruit. It's an easy-drinking wine with a crisp, tangy finish that just needs more complexity to reach the next level.",Zephyr,89,17,Joe Czerwinski,Glover Family 2016 Zephyr Sauvignon Blanc (Marlborough),Sauvignon Blanc,Glover Family
US,"Syrah (44%) takes the lead on this blend with the rest equally split between the two varieties. Aromas of flowers, blueberry, spice and herb are followed by ripe yet elegant flavors and a mocha-filled finish.",Zephyr,89,34,Sean P. Sullivan,Cloudlift Cellars 2014 Zephyr G-S-M (Columbia Valley (WA)),G-S-M,Cloudlift Cellars
US,"A pale-colored rosÃ© made entirely from Pinot Noir, this skates near off-dry territory, with perceptible sweetness. It's fruity, soft and round, with forward flavors of cherries and cream.",Zenith Vineyard Oeil de Perdrix,88,20,Paul Gregutt,St. Innocent 2014 Zenith Vineyard Oeil de Perdrix RosÃ© (Eola-Amity Hills),RosÃ©,St. Innocent
US,"Theoretically a very light rosÃ©, the â€œEye of the Partridgeâ€ù is really a Pinot Noir blanc in this vintage, and joins a growing cohort of such wines from Oregon. Strong acids compete with some residual sugar, in a tart and sappy wine chock full of yellow plum, white raspberries and citrus fruit. It's rich and delicious, with impressive length and concentration.",Zenith Vineyard Oeil de Perdrix,91,20,Paul Gregutt,St. Innocent 2015 Zenith Vineyard Oeil de Perdrix Pinot Noir (Eola-Amity Hills),Pinot Noir,St. Innocent
US,"This wine seems to be a casualty of the cold vintage, with thin fruit and overall earthy flavors. A whiff of barnyard is evident as well.",Zenith Vineyard,84,36,Paul Gregutt,Grochau 2011 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Grochau
US,"Zenith is the winery's estate vineyard, and represents a particularly fine value in a splendid lineup. The ripe, plummy fruit is swathed in rich brown spices, a sweet streak of molasses, and notes of tobacco and black tea. Decant and enjoy immediately, or cellar for another couple of years to let the flavors continue melding.",Zenith Vineyard,92,42,Paul Gregutt,St. Innocent 2014 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,St. Innocent
US,"In the world of rare, single-vineyard Oregon Pinots, this is a relative bargain. The vineyard adjoins the St. Innocent winery, in a prime Eola-Amity location. The fruit delivers the subtle complexity and detail you hope for but don't always find in single-vineyard bottles. Brambly and floral with subtle notes of violets, rose petals, cured meat, orange rind and more, it's a dense and thought-provoking wine that rewards close attention.",Zenith Vineyard,92,45,Paul Gregutt,WildAire 2012 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,WildAire
US,"This is a three-barrel reserve, principally Pommard clone, and vinified with minimal handling. Cherry/berry fruit comes with ample acidity. The alcohol, though just at the high end of moderate, seems to mute some of the details. Notes indicate that no additions were made, but the finish remains a bit chalky.",Zenith Vineyard,88,34,Paul Gregutt,Franchere 2014 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Franchere
US,"This is a three-barrel reserve, principally Pommard clone, and vinified with minimal handling. Cherry/berry fruit comes with ample acidity. The alcohol, though just at the high end of moderate, seems to mute some of the details. Notes indicate that no additions were made, but the finish remains a bit chalky.",Zenith Vineyard,88,34,Paul Gregutt,Franchere 2014 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Franchere
US,"Zenith is the winery's estate vineyard, and this wine is a standout among St. Innocent's 2015 Pinots. It's firm, dark and toasty, with full-flavored black-cherry fruit accented with dense veins of espresso, charred nuts and bitter chocolate. The structure supports those dark notes, and the chewy tannins and lengthy finish amplify them. Drink now through 2028.",Zenith Vineyard,92,38,Paul Gregutt,St. Innocent 2015 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,St. Innocent
US,"This Pinot is lightly peppery with fruit flavors of watermelon and strawberry. They're expanded with generous skin phenolic flavors from 50% whole cluster fermentation, then softened with aging in neutral oak. Though a light wine overall, it's complex and holds your attention.",Zenith Vineyard,88,34,Paul Gregutt,Jasper Sisco 2014 Zenith Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Jasper Sisco
US,"Young and precise, this balances flavors of wild raspberries against a mineral foundation. Suggestions of wet stone and a dash of brown spices come through, with lots of supporting acidity. As it fades, there's a lick of chocolate from aging in 29% new French oak.",Zenith Vineyard,90,105,Paul Gregutt,Adelsheim 2013 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Adelsheim
US,"Focused, deep and rich, this lovely vineyard designate is dotted with notes of charcoal, caramel and mocha. It offers both power and finesse, a rare combination, with persistent flavors, anchored on a substantial core of raspberry and cherry fruit. Drink now through 2026.",Zenith Vineyard,93,36,Paul Gregutt,Sineann 2015 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Sineann
US,"Though Adelsheim offers a large assortment of single-vineyard Pinots, this is the first they've made from Zenith. It surely won't be the last. Concentrated, thick black raspberry and black cherry fruit centers a substantial wine, laced with vivid streaks of vanilla, tobacco and spice. The immediate impact of the fruit is amplified by the density on the palate, and the finish, loaded with baking spices, reflects the aging in one-third new French oak barrels.",Zenith Vineyard,93,90,Paul Gregutt,Adelsheim 2008 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Adelsheim
US,"Look out Rutherford dust, here's Eola-Amity dust. Soft and yes, dusty, this intriguing wine brings a sensation of well-tanned leather under black-cherry fruit. The finish adds a dash of beet root, and leaves with some stiffening tannins. Give it ample aeration and it will improve dramatically.",Zenith Vineyard,92,42,Paul Gregutt,St. Innocent 2013 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,St. Innocent
US,"Blueberry, dried lilac, crushed violet and black pepper form a classic nose on this Merlot-led Bordeaux blend from Paso Robles' celebrated Westside. The well-integrated, complex palate features fruit, herbs, spice and tar, as if each one plays back-to-back solos.",Zenith Estate CuvÃ©e,92,65,Matt Kettmann,Midnight 2009 Zenith Estate CuvÃ©e Red (Paso Robles),Bordeaux-style Red Blend,Midnight
France,"This is the second wine of Fourcas DuprÃ©. It is soft, full of ripe berry fruits and attractive acidity. The core of the wine is still dry and shows plenty of tannic structure that will allow the wine to age. Drink from 2019.",Zenith de Fourcas DuprÃ©,88,19,Roger Voss,ChÃ¢teau Fourcas DuprÃ© 2012 Zenith de Fourcas DuprÃ©  (Listrac-MÃ©doc),Bordeaux-style Red Blend,ChÃ¢teau Fourcas DuprÃ©
US,"Overripe and raisiny, with sweet, shriveled blackberry and oak flavors, leading to a hot finish. Drink now.",Zenith,83,65,,Midnight 2007 Zenith Red (Paso Robles),Bordeaux-style Red Blend,Midnight
US,"Tightly wound on the nose at first, this blend of 50% Cabernet Sauvignon, 25% Merlot, 13% Malbec and 12% Petit Verdot opens slowly to show blackberry, anise and baking spice on the nose. The palate offers boysenberry, slate, oregano and bay leaf, wrapped in decent tannins and acidity. Patience will allow this wine to come into its own.",Zenith,90,70,Matt Kettmann,Midnight 2013 Zenith Red (Paso Robles Willow Creek District),Bordeaux-style Red Blend,Midnight
US,"Tannic, alcoholic nose, with a softer, rosier color tending toward brick. Old vines, soft, sweet, ancient flavors. The wine feels a little bit pushed â€” the alcohol is too high, and the finish is harsh, tannic and hot.",Zeni,86,30,Paul Gregutt,Edmeades 1998 Zeni Zinfandel (Mendocino Ridge),Zinfandel,Edmeades
US,"This is a complex, muscular wine, with good aging potential. The nose carries a whiff of animal (in a good way) and the black fruits are buoyed with generous acidity. Drink 2020â€“2028.",Zena Crown Vineyard,91,70,Paul Gregutt,Siduri 2015 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Siduri
US,"Tight and tannic, this single-vineyard offering emphasizes flavors of herb, grass and green leaf. There's a hint of pale, generic red fruit, but it's more in the veggie campâ€”think rhubarb rather than raspberry. A hint of brown sugar rounds out the finish.",Zena Crown Vineyard,85,28,Paul Gregutt,Kudos 2014 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Kudos
US,"Juicy, penetrating raspberry fruit launches this tight young wine into the center of the palate. The overall balance and prominent acidity suggests that it is a good cellar candidate. Drink 2020 to 2030, and aerate aggressively if you plan to pop it in the near term.",Zena Crown Vineyard,92,65,Paul Gregutt,Alexana 2015 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Alexana
US,"As with many of the winery's other single-vineyard selections from this vintage, this is strongly scented with fresh tobacco, and brings generous black-cherry fruit to the front and center. The fruit is accented by a wide swath of cola, perhaps Dr. Pepper. The finish continues long, clean and fresh.",Zena Crown Vineyard,93,65,Paul Gregutt,Penner-Ash 2014 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Penner-Ash
US,"Fruit from this Willamette Valley sub-AVA usually shows an herbal side, and here it is nicely melded into a fruit mix of melon, berry and pear. It sounds oddly like a white wine, but it's not; and the color and scents are clearly varietal. Penetrating and sharp, with excellent definition.",Zena Crown Vineyard,90,40,Paul Gregutt,SolÃ©na 2008 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,SolÃ©na
US,"Arresting from the get-go, with a spice-driven start that rolls into a soft midpalate with nicely evolved fruit flavors of plum and spicy cherry. This isn't a big wine, but it's balanced and fruity, with moderate depth and excellent balance.",Zena Crown Vineyard,89,30,Paul Gregutt,Kudos 2009 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Kudos
US,"This new vintage of the Zena Crown seems already faded. Light, tart strawberry fruit lacks concentration and carries a bit of bitter herb flavor. Tannins are earthy and the finish abrupt.",Zena Crown,86,40,Paul Gregutt,SolÃ©na 2013 Zena Crown Pinot Noir (Eola-Amity Hills),Pinot Noir,SolÃ©na
