ID,country,designation,points,price,province,taster_name,title,variety,winery
363,France,,95,380,Burgundy,Roger Voss,Louis Latour 2014  Criots-BÌ¢tard-Montrachet,Chardonnay,Louis Latour
364,US,Weber Vineyard,95,48,Oregon,Paul Gregutt,Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Winderlea
365,Australia,St. Andrews Single Vineyard Release,95,60,South Australia,Joe Czerwinski,Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley),Shiraz,Wakefield
366,Italy,Vorberg,88,21,Northeastern Italy,Joe Czerwinski,Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Terlano
367,Chile,Reserva de la Familia,88,10,Maipo Valley,Michael Schachner,De Martino 1999 Reserva de la Familia CarmenÌ¬re (Maipo Valley),CarmenÌ¬re,De Martino
368,Italy,,88,11,Veneto,Joe Czerwinski,Montresor 2001  Bianco di Custoza,Garganega,Montresor
369,Italy,,88,21,Northeastern Italy,Joe Czerwinski,Ronco del Gelso 1999 Chardonnay (Friuli),Chardonnay,Ronco del Gelso
370,US,Cherryblock Vineyard,88,160,California,,Sebastiani 1991 Cherryblock Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Sebastiani
371,Italy,Castel Ringberg,88,23,Northeastern Italy,Roger Voss,Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige),Sauvignon Blanc,Elena Walch
372,Italy,Classico,88,10,Veneto,Roger Voss,Gini 2002 Classico  (Soave),White Blend,Gini
373,Italy,I Fiori del Borgo,88,15,Northeastern Italy,Roger Voss,Borgo Conventi 2002 I Fiori del Borgo Sauvignon Blanc (Collio),Sauvignon Blanc,Borgo Conventi
374,US,Kathleen's Vineyard,88,19,California,,Ceago Vinegarden 2001 Kathleen's Vineyard Sauvignon Blanc (Mendocino County),Sauvignon Blanc,Ceago Vinegarden
375,Italy,Vino in Musica,88,40,Tuscany,,Valiano 1997 Vino in Musica Sangiovese (Toscana),Sangiovese,Valiano
376,Italy,Zuc de Volpe,88,18,Northeastern Italy,Roger Voss,Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,Volpe Pasini
377,Greece,Vigneto Massoni,88,,Naoussa,Roger Voss,Zenato 2001 Vigneto Massoni White (Naoussa),White Blend,Zenato
378,Mexico,Private Reserve,88,18,Valle de Guadalupe,,L.A. Cetto 1996 Private Reserve Nebbiolo (Valle de Guadalupe),Nebbiolo,L.A. Cetto
379,Italy,Bianco dei Sorni,88,15,Northeastern Italy,Joe Czerwinski,La Vis 2001 Bianco dei Sorni White (Trentino),White Blend,La Vis
380,Chile,Estate Bottled,88,12,Rapel Valley,Michael Schachner,Lapostolle 2002 Estate Bottled Merlot (Rapel Valley),Merlot,Lapostolle
381,Italy,Vigne Alte,88,11,Veneto,Joe Czerwinski,Fratelli Zeni 2000 Vigne Alte  (Bianco di Custoza),White Blend,Fratelli Zeni
382,Chile,Estate Grown Reserve,88,15,Maipo Valley,Michael Schachner,Carmen 2000 Estate Grown Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Carmen
383,Italy,Vigneto Santa Cecilia,88,9,Veneto,Joe Czerwinski,Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige),Chardonnay,Tommasi
384,Italy,Sanct Valentin,88,30,Northeastern Italy,Roger Voss,San Michele Eppan 2002 Sanct Valentin GewÌ_rztraminer (Alto Adige),GewÌ_rztraminer,San Michele Eppan
385,US,,88,18,California,,Vinoce 2001 Sauvignon Blanc (Rutherford),Sauvignon Blanc,Vinoce
386,US,Windacre Vineyard,88,34,California,,Merriam 2000 Windacre Vineyard Merlot (Russian River Valley),Merlot,Merriam
387,US,Reserve Fume,88,17,California,,Murphy-Goode 2000 Reserve Fume Sauvignon Blanc (Alexander Valley),Sauvignon Blanc,Murphy-Goode
388,US,Paragon Vineyard,88,25,California,Roger Voss,Kynsi 1999 Paragon Vineyard Pinot Noir (Edna Valley),Pinot Noir,Kynsi
389,Italy,Terlano Classico,88,15,Northeastern Italy,Joe Czerwinski,Cantina Terlano 2002 Terlano Classico White (Alto Adige),White Blend,Cantina Terlano
390,Chile,Reserve,88,12,Maipo Valley,Michael Schachner,Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Casa Julia
391,Chile,Reserve,88,14,Central Valley,Michael Schachner,Valdivieso 2001 Reserve Chardonnay (Central Valley),Chardonnay,Valdivieso
392,US,,87,12,California,,Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Bridlewood
393,Chile,Castillo de Molina Reserva,87,11,LontuÌ© Valley,Michael Schachner,San Pedro 2002 Castillo de Molina Reserva Chardonnay (LontuÌ© Valley),Chardonnay,San Pedro
394,Chile,Reserva,87,12,Maipo Valley,Michael Schachner,Undurraga 2001 Reserva Merlot (Maipo Valley),Merlot,Undurraga
395,Italy,Rylint,87,,Northeastern Italy,Roger Voss,Conti Formentini 2001 Rylint White (Collio),White Blend,Conti Formentini
396,US,Ancient Vines,85,16,California,,Cline 2007 Ancient Vines Zinfandel (California),Zinfandel,Cline
397,Chile,VisiÌ_n,85,15,Colchagua Valley,Michael Schachner,Cono Sur 2008 VisiÌ_n Pinot Noir (Colchagua Valley),Pinot Noir,Cono Sur
398,Chile,Estate Selection,85,13,CuricÌ_ Valley,Michael Schachner,Aresti 2008 Estate Selection Sauvignon Blanc (CuricÌ_ Valley),Sauvignon Blanc,Aresti
399,Italy,Extra Dry,85,24,Veneto,,Astoria 2008 Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Astoria
400,Italy,Brut,85,13,Italy Other,,Cantine Maschio NV Brut Prosecco (Italy),Prosecco,Cantine Maschio
401,Italy,Millesimato Extra Dry,85,19,Veneto,,Val d'Oca 2008 Millesimato Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Val d'Oca
402,Chile,Casa la Joya Reserve,85,11,Colchagua Valley,Michael Schachner,ViÌ±a Bisquertt 2007 Casa la Joya Reserve Syrah (Colchagua Valley),Syrah,ViÌ±a Bisquertt
403,US,Le Bon Viveur,85,15,California,,Vinavanti 2005 Le Bon Viveur Red (California),Red Blend,Vinavanti
404,US,White Hawk Vineyard,85,45,California,,Vino V 2005 White Hawk Vineyard Syrah (Santa Barbara County),Syrah,Vino V
405,Italy,Extra Dry,85,19,Veneto,,Viticoltori Ponte NV Extra Dry  (Prosecco del Veneto),Prosecco,Viticoltori Ponte
406,France,Brut MosaÌøque,85,30,Champagne,Roger Voss,Jacquart NV Brut MosaÌøque  (Champagne),Champagne Blend,Jacquart
407,Chile,Casa,85,14,Casablanca Valley,Michael Schachner,Lapostolle 2007 Casa Chardonnay (Casablanca Valley),Chardonnay,Lapostolle
408,Italy,Millesimato Extra Dry,85,15,Veneto,,Le Vigne di Alice 2008 Millesimato Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Le Vigne di Alice
409,US,Dry,85,20,New York,Susan Kostrzewa,McGregor 2007 Dry GewÌ_rztraminer (Finger Lakes),GewÌ_rztraminer,McGregor
410,US,,85,20,New York,Susan Kostrzewa,Miles 2006 Cabernet Franc (Finger Lakes),Cabernet Franc,Miles
411,US,Split Oak Vineyard,85,12,California,,Morro Bay 2006 Split Oak Vineyard Cabernet Sauvignon (California),Cabernet Sauvignon,Morro Bay
412,Italy,Canah Brut,85,20,Veneto,,Perlage 2008 Canah Brut  (Prosecco di Valdobbiadene),Prosecco,Perlage
413,Italy,,85,13,Veneto,,Pizzolato 2007  Prosecco del Veneto,Prosecco,Pizzolato
414,Italy,Stefany Extra Dry,85,16,Veneto,,Pizzolato NV Stefany Extra Dry  (Prosecco del Veneto),Prosecco,Pizzolato
415,US,,85,14,New York,Susan Kostrzewa,Red Newt Cellars 2007 Riesling (Finger Lakes),Riesling,Red Newt Cellars
416,Italy,Extra Dry,85,14,Veneto,,Ca'Tullio NV Extra Dry  (Prosecco del Veneto),Prosecco,Ca'Tullio
417,Italy,,85,,Veneto,,Pizzolato NV  Prosecco del Veneto,Prosecco,Pizzolato
418,Austria,Biokult Zweigelt Pinot Noir,85,,Burgenland,Roger Voss,Michlits 2007 Biokult Zweigelt Pinot Noir Red (Burgenland),Red Blend,Michlits
419,France,,89,20,Bordeaux,Roger Voss,ChÌ¢teau de Callac 2011  Graves,Bordeaux-style Red Blend,ChÌ¢teau de Callac
420,France,,89,,Bordeaux,Roger Voss,ChÌ¢teau de Marsan 2015  Bordeaux Blanc,Bordeaux-style White Blend,ChÌ¢teau de Marsan
421,US,Confidential Source,89,30,Washington,Sean P. Sullivan,Guardian 2013 Confidential Source Merlot (Columbia Valley (WA)),Merlot,Guardian
422,US,Blue Mountain Vineyard,89,20,Washington,Sean P. Sullivan,Kerloo 2015 Blue Mountain Vineyard Grenache Blanc (Walla Walla Valley (WA)),Grenache Blanc,Kerloo
423,Austria,Kittl,89,23,Weinviertel,Anne KrebiehlåÊMW,Kohl 2015 Kittl GrÌ_ner Veltliner (Weinviertel),GrÌ_ner Veltliner,Kohl
424,US,Verdigris,89,30,California,Jim Gordon,Las Positas 2014 Verdigris White (California),White Blend,Las Positas
425,US,Bridge Lane,89,18,New York,Anna Lee C. Iijima,Lieb 2015 Bridge Lane RosÌ© (New York),RosÌ©,Lieb
426,Spain,Seis,89,18,Northern Spain,Michael Schachner,Luberri 2011 Seis  (Rioja),Tempranillo,Luberri
427,US,CuvÌ©e Gabriella Brut RosÌ©,89,35,New York,Anna Lee C. Iijima,Macari 2010 CuvÌ©e Gabriella Brut RosÌ© Sparkling (North Fork of Long Island),Sparkling Blend,Macari
428,Austria,Crazy Creatures,89,17,Kremstal,Anne KrebiehlåÊMW,Malat 2015 Crazy Creatures GrÌ_ner Veltliner (Kremstal),GrÌ_ner Veltliner,Malat
429,US,The Estates Clifton Hill Vineyard,89,42,Washington,Sean P. Sullivan,Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope),Syrah,Milbrandt
430,US,McGinley Vineyard,89,30,California,Matt Kettmann,Ojai 2014 McGinley Vineyard Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Ojai
431,US,Indie,89,24,California,Matt Kettmann,ONX 2015 Indie Tempranillo (Templeton Gap District),Tempranillo,ONX
432,US,Upland Vineyard,89,16,Washington,Sean P. Sullivan,Pomum 2014 Upland Vineyard Riesling (Snipes Mountain),Riesling,Pomum
433,US,Stepping Stones,89,27,California,Jim Gordon,Prospect 772 2014 Stepping Stones Grenache Blanc (Santa Barbara County),Grenache Blanc,Prospect 772
434,Italy,Rocche dell'Annunziata,89,89,Piedmont,Kerin O‰ÛªKeefe,Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo),Nebbiolo,Revello Fratelli
435,Austria,Lage Modler,89,,Thermenregion,Anne KrebiehlåÊMW,Gebeshuber 2015 Lage Modler Zierfandler (Thermenregion),Zierfandler,Gebeshuber
436,Italy,Gold Label,89,15,Piedmont,Kerin O‰ÛªKeefe,Tenuta La Marchesa 2015 Gold Label  (Gavi),Cortese,Tenuta La Marchesa
437,US,Henry's Blend,89,54,California,Virginie Boone,Trione 2012 Henry's Blend Red (Alexander Valley),Bordeaux-style Red Blend,Trione
438,Spain,SÌ©culo,89,15,Northern Spain,Michael Schachner,Vinos de Arganza 2012 SÌ©culo MencÌ_a (Bierzo),MencÌ_a,Vinos de Arganza
439,Spain,MarquÌ©s de Montejos SelecciÌ_n,89,42,Northern Spain,Michael Schachner,Vinos de Arganza 2013 MarquÌ©s de Montejos SelecciÌ_n MencÌ_a (Vino de la Tierra de Castilla y LeÌ_n),MencÌ_a,Vinos de Arganza
440,US,,89,38,Washington,Sean P. Sullivan,Walla Walla Vintners 2013 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Walla Walla Vintners
441,Austria,RosÌ©,89,12,NiederÌ¦sterreich,Anne KrebiehlåÊMW,Winzer Krems 2015 RosÌ© Zweigelt (NiederÌ¦sterreich),Zweigelt,Winzer Krems
442,US,Caya,89,35,New York,Anna Lee C. Iijima,WÌ¦lffer 2013 Caya Cabernet Franc (Long Island),Cabernet Franc,WÌ¦lffer
443,US,Estate Grown,88,32,California,Virginie Boone,Dunbar 2012 Estate Grown Zinfandel (Sonoma Valley),Zinfandel,Dunbar
444,Austria,Altweingarten,88,12,Wagram,Anne KrebiehlåÊMW,Eschenhof Holzer 2015 Altweingarten GrÌ_ner Veltliner (Wagram),GrÌ_ner Veltliner,Eschenhof Holzer
445,Italy,Vigorosa Rosato,88,28,Sicily & Sardinia,Kerin O‰ÛªKeefe,Fattorie Romeo del Castello 2015 Vigorosa Rosato Nerello Mascalese (Etna),Nerello Mascalese,Fattorie Romeo del Castello
446,US,,88,20,California,Matt Kettmann,Flying Cloud 2014 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Flying Cloud
447,France,Domaine de la Vieille Cure Sur Lie,88,14,Loire Valley,Roger Voss,Gadais PÌ¬re et Fils 2015 Domaine de la Vieille Cure Sur Lie  (Muscadet SÌ¬vre et Maine),Melon,Gadais PÌ¬re et Fils
448,France,Domaine de la Becassonne,88,19,RhÌ«ne Valley,Joe Czerwinski,AndrÌ© Brunel 2014 Domaine de la Becassonne White (CÌ«tes du RhÌ«ne),RhÌ«ne-style White Blend,AndrÌ© Brunel
449,Italy,Pas DosÌ© Aligi Sassu,92,39,Lombardy,Kerin O‰ÛªKeefe,Majolini 2006 Pas DosÌ© Aligi Sassu Chardonnay (Franciacorta),Chardonnay,Majolini
450,France,Classe M,92,,Champagne,Roger Voss,Montaudon NV Classe M  (Champagne),Champagne Blend,Montaudon
451,Italy,Messaggero,92,35,Tuscany,Kerin O‰ÛªKeefe,Montemercurio 2007 Messaggero  (Vino Nobile di Montepulciano),Sangiovese,Montemercurio
452,France,Les Tillets,92,,Burgundy,Roger Voss,Patrick Javillier 2011 Les Tillets  (Meursault),Chardonnay,Patrick Javillier
453,France,Brut Prestige,92,69,Champagne,Roger Voss,Philippe Fontaine NV Brut Prestige  (Champagne),Champagne Blend,Philippe Fontaine
454,Canada,Reserve Icewine,92,30,Ontario,Sean P. Sullivan,Pillitteri 2012 Reserve Icewine Vidal (Niagara-On-The-Lake),Vidal,Pillitteri
455,US,Reserve,92,40,California,,Robert Mondavi 2011 Reserve Chardonnay (Carneros),Chardonnay,Robert Mondavi
456,US,Brut,92,23,California,Virginie Boone,Roederer Estate NV Brut Sparkling (Anderson Valley),Sparkling Blend,Roederer Estate
457,US,Solomon Hills Vineyard,92,45,California,,Rusack 2011 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Rusack
458,Italy,Gran CuvÌ©e Pas OperÌ©,92,50,Lombardy,Kerin O‰ÛªKeefe,Bellavista 2006 Gran CuvÌ©e Pas OperÌ© Sparkling (Franciacorta),Sparkling Blend,Bellavista
459,France,Tzarina No 1 Brut,92,100,Champagne,Roger Voss,Chanoine NV Tzarina No 1 Brut  (Champagne),Champagne Blend,Chanoine
460,US,Ridgecrest Vineyards,92,50,Oregon,Paul Gregutt,Chehalem 2011 Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),Pinot Noir,Chehalem
461,US,Stoller Vineyards,92,29,Oregon,Paul Gregutt,Chehalem 2012 Stoller Vineyards Pinot Blanc (Dundee Hills),Pinot Blanc,Chehalem
462,France,Blagny Premier Cru,92,66,Burgundy,Roger Voss,Henri de Villamont 2010 Blagny Premier Cru  (Meursault),Chardonnay,Henri de Villamont
463,France,CuvÌ©e Marguerite Brut,92,60,Champagne,Roger Voss,Vollereaux 2007 CuvÌ©e Marguerite Brut  (Champagne),Champagne Blend,Vollereaux
464,Germany,Westhofen Morstein GG Trocken,92,115,Rheinhessen,Anna Lee C. Iijima,Wittmann 2011 Westhofen Morstein GG Trocken Riesling (Rheinhessen),Riesling,Wittmann
465,Italy,Morar,92,69,Veneto,Kerin O‰ÛªKeefe,Valentina Cubi 2008 Morar  (Amarone della Valpolicella),Red Blend,Valentina Cubi
466,France,Blanc de Blancs Brut,92,,Champagne,Roger Voss,Deutz 2007 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Deutz
467,US,Evenstad Reserve,92,65,Oregon,Paul Gregutt,Domaine Serene 2010 Evenstad Reserve Pinot Noir (Willamette Valley),Pinot Noir,Domaine Serene
468,Germany,ÌÏrziger WÌ_rzgarten Alte Reben GG Trocken,92,42,Mosel,Anna Lee C. Iijima,Dr. Loosen 2011 ÌÏrziger WÌ_rzgarten Alte Reben GG Trocken Riesling (Mosel),Riesling,Dr. Loosen
469,Germany,Wehlener Sonnenuhr Kabinett,92,27,Mosel,Anna Lee C. Iijima,Dr. Loosen 2011 Wehlener Sonnenuhr Kabinett Riesling (Mosel),Riesling,Dr. Loosen
470,France,Ìädition LimitÌ©e Extra Brut,92,70,Champagne,Roger Voss,H. Blin 2003 Ìädition LimitÌ©e Extra Brut  (Champagne),Champagne Blend,H. Blin
471,France,Les Chatelots Premier Cru,92,73,Burgundy,Roger Voss,Henri de Villamont 2010 Les Chatelots Premier Cru  (Chambolle-Musigny),Pinot Noir,Henri de Villamont
472,France,Les Feusselottes Premier Cru,92,72,Burgundy,Roger Voss,Henri de Villamont 2010 Les Feusselottes Premier Cru  (Chambolle-Musigny),Pinot Noir,Henri de Villamont
473,Portugal,GeraÌ¤Ìµes Colheita Seleccionada,92,34,Alentejano,Roger Voss,Herdade Grande 2010 GeraÌ¤Ìµes Colheita Seleccionada Red (Alentejano),Portuguese Red,Herdade Grande
474,France,Les Grands Nots MillesimÌ© Brut,92,,Champagne,Roger Voss,Jeaunaux-Robin 2004 Les Grands Nots MillesimÌ© Brut  (Champagne),Champagne Blend,Jeaunaux-Robin
475,US,Clone 6,92,130,California,,Bell 2009 Clone 6 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Bell
476,US,La Castellana,92,88,California,,Castello di Amorosa 2009 La Castellana Red (Napa Valley),Red Blend,Castello di Amorosa
477,France,,92,65,Bordeaux,Roger Voss,ChÌ¢teau Vray Croix de Gay 2010  Pomerol,Bordeaux-style Red Blend,ChÌ¢teau Vray Croix de Gay
478,France,Grand Cru Family Reserve Brut,92,,Champagne,Roger Voss,Dampierre 2005 Grand Cru Family Reserve Brut  (Champagne),Champagne Blend,Dampierre
479,Italy,Riserva,87,15,Sicily & Sardinia,,Santa Maria La Palma 2006 Riserva  (Cannonau di Sardegna),Cannonau,Santa Maria La Palma
480,US,Stella Mae,87,45,Washington,Paul Gregutt,Sparkman 2009 Stella Mae Red (Red Mountain),Bordeaux-style Red Blend,Sparkman
481,Italy,Costera,87,18,Sicily & Sardinia,,Argiolas 2008 Costera Cannonau (Isola dei Nuraghi),Cannonau,Argiolas
482,US,Ocean's Ghost,87,60,California,,Babcock 2010 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock
483,South Africa,,87,12,Stellenbosch,Lauren Buzzeo,Cape View 2011 Chenin Blanc (Stellenbosch),Chenin Blanc,Cape View
484,South Africa,Petit,87,12,Western Cape,Lauren Buzzeo,Ken Forrester 2011 Petit Chenin Blanc (Western Cape),Chenin Blanc,Ken Forrester
485,France,,87,13,RhÌ«ne Valley,Joe Czerwinski,Louis Bernard 2009 Red (CÌ«tes du RhÌ«ne Villages),RhÌ«ne-style Red Blend,Louis Bernard
486,US,L de Lyeth,87,13,California,,Lyeth 2010 L de Lyeth Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Lyeth
487,Italy,TovÌ¬,87,15,Northeastern Italy,,Marco Cecchini 2010 TovÌ¬ White (Colli Orientali del Friuli),White Blend,Marco Cecchini
488,Italy,,87,18,Northeastern Italy,,Vigneti Le Monde 2010 Pinot Grigio (Friuli Grave),Pinot Grigio,Vigneti Le Monde
489,Italy,,87,13,Northeastern Italy,,Vigneti Le Monde 2010 Sauvignon (Friuli Grave),Sauvignon,Vigneti Le Monde
490,Spain,Reserva Brut,87,19,Catalonia,Michael Schachner,V&N; Cellars NV Reserva Brut Sparkling (Cava),Sparkling Blend,V&N; Cellars
491,Austria,Kellermeister Privat Goldberg,87,18,Kremstal,Roger Voss,Winzer Krems 2011 Kellermeister Privat Goldberg GrÌ_ner Veltliner (Kremstal),GrÌ_ner Veltliner,Winzer Krems
492,US,,87,30,Washington,Paul Gregutt,Zerba Cellars 2008 Sangiovese (Walla Walla Valley (WA)),Sangiovese,Zerba Cellars
493,US,,87,35,Washington,Paul Gregutt,Insania 2009 Red (Red Mountain),Red Blend,Insania
494,US,,87,12,New York,Anna Lee C. Iijima,Knapp 2011 Chardonnay (Finger Lakes),Chardonnay,Knapp
495,US,Battonage,87,18,California,Virginie Boone,Lava Cap 2010 Battonage Chardonnay (El Dorado),Chardonnay,Lava Cap
496,Spain,Collection Blanco,87,25,Northern Spain,Michael Schachner,Loess 2009 Collection Blanco Verdejo (Rueda),Verdejo,Loess
497,US,Babcock Vineyard,87,30,California,Virginie Boone,MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley),Cabernet Franc,MICA Cellars
498,US,Annabella,87,17,California,,Michael Pozzan 2010 Annabella Pinot Noir (Carneros),Pinot Noir,Michael Pozzan
499,France,L'Esprit de Provence,87,20,Provence,Roger Voss,Domaine du Grand Cros 2011 L'Esprit de Provence RosÌ© (CÌ«tes de Provence),RosÌ©,Domaine du Grand Cros
500,Spain,Rosado,87,11,Northern Spain,Michael Schachner,El Coto 2011 Rosado RosÌ© (Rioja),RosÌ©,El Coto
501,US,Silvaspoons Vineyard,87,15,California,Virginie Boone,Fenestra 2010 Silvaspoons Vineyard Verdelho (Lodi),Verdelho,Fenestra
502,Austria,Muscato,87,18,ÌÐsterreichischer Sekt,Roger Voss,Gunter Triebaumer NV Muscato Moscato (ÌÐsterreichischer Sekt),Moscato,Gunter Triebaumer
503,US,,87,19,California,,Hanna 2011 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Hanna
504,France,RÌ©serve Grand Veneur,87,15,RhÌ«ne Valley,Joe Czerwinski,Alain Jaume et Fils 2009 RÌ©serve Grand Veneur Red (CÌ«tes du RhÌ«ne),RhÌ«ne-style Red Blend,Alain Jaume et Fils
505,Spain,,87,16,Northern Spain,Michael Schachner,Aleo 2009 Tempranillo (Vino de la Tierra de Castilla y LeÌ_n),Tempranillo,Aleo
506,Italy,,87,12,Northeastern Italy,,AltÌ_ris 2011 White (Venezia Giulia),White Blend,AltÌ_ris
507,US,Clifton Vineyard,87,28,Washington,Paul Gregutt,Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope),Syrah,Camaraderie
508,US,,87,28,Washington,Paul Gregutt,Camaraderie 2009 Tempranillo (Yakima Valley),Tempranillo,Camaraderie
509,US,Quantum,91,65,California,Virginie Boone,Beringer 2014 Quantum Red (Napa Valley),Red Blend,Beringer
510,US,Coastview Vineyard,91,48,California,Matt Kettmann,Big Basin 2014 Coastview Vineyard Chardonnay (Monterey County),Chardonnay,Big Basin
511,France,CuvÌ©e St ClÌ©ment,91,70,Champagne,Roger Voss,Boude Baudin 2010 CuvÌ©e St ClÌ©ment  (Champagne),Champagne Blend,Boude Baudin
512,France,B. ZÌ©ro Brut Dosage,91,59,Champagne,Roger Voss,Boude Baudin NV B. ZÌ©ro Brut Dosage  (Champagne),Champagne Blend,Boude Baudin
513,US,El Adobo Ranch Vineyard,91,90,California,Virginie Boone,Conn Creek 2013 El Adobo Ranch Vineyard Cabernet Sauvignon (Chiles Valley),Cabernet Sauvignon,Conn Creek
514,Chile,20 Barrels Limited Edition Peralillo Estate,91,35,Colchagua Valley,Michael Schachner,Cono Sur 2012 20 Barrels Limited Edition Peralillo Estate Merlot (Colchagua Valley),Merlot,Cono Sur
515,US,Silver Eagle Vineyard,91,75,California,Virginie Boone,D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,D.R. Stephens
516,US,Soul Patch Estate Grown,91,55,California,Virginie Boone,Davis Family 2014 Soul Patch Estate Grown Pinot Noir (Russian River Valley),Pinot Noir,Davis Family
517,US,Starr Ridge Vineyard,91,55,California,Virginie Boone,Davis Family 2014 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Davis Family
518,France,Le Clos l'EvÌ»que Premier Cru,91,60,Burgundy,Roger Voss,Domaine Jeannin-Naltet 2014 Le Clos l'EvÌ»que Premier Cru  (Mercurey),Pinot Noir,Domaine Jeannin-Naltet
519,US,The Brat,91,36,California,Jim Gordon,Prospect 772 2014 The Brat Grenache (Calaveras County),Grenache,Prospect 772
520,US,Doux Sawyer Lindquist Vineyard,91,35,California,Matt Kettmann,QupÌ© 2013 Doux Sawyer Lindquist Vineyard Marsanne (Edna Valley),Marsanne,QupÌ©
521,US,Sawyer Lindquist Vineyard,91,35,California,Matt Kettmann,QupÌ© 2013 Sawyer Lindquist Vineyard Grenache (Edna Valley),Grenache,QupÌ©
522,US,Sims Vineyard,91,55,Oregon,Paul Gregutt,Rex Hill 2014 Sims Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill
523,US,Steve's Reserve,91,65,Oregon,Paul Gregutt,Ruby 2015 Steve's Reserve Pinot Noir (Chehalem Mountains),Pinot Noir,Ruby
524,US,Wallula,91,35,Washington,Sean P. Sullivan,Structure 2014 Wallula Syrah (Horse Heaven Hills),Syrah,Structure
525,US,Rincon Vineyard,91,49,California,Matt Kettmann,Testarossa 2015 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Testarossa
526,US,Prince Hill Vineyard Reserve,91,55,Oregon,Paul Gregutt,Tumwater 2014 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),Pinot Noir,Tumwater
527,Germany,Trocken,91,30,Rheinhessen,Anna Lee C. Iijima,Wittmann 2015 Trocken Scheurebe (Rheinhessen),Scheurebe,Wittmann
528,France,Brut ZÌ©ro SÌ©lection,91,42,Champagne,Roger Voss,Jeaunaux-Robin NV Brut ZÌ©ro SÌ©lection  (Champagne),Champagne Blend,Jeaunaux-Robin
529,US,Bucher Vineyard,91,45,California,Virginie Boone,Joseph Jewell 2014 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Joseph Jewell
530,Chile,CuvÌ©e Alexandre Apalta Vineyard Made With Organic Grapes,91,24,Colchagua Valley,Michael Schachner,Lapostolle 2013 CuvÌ©e Alexandre Apalta Vineyard Made With Organic Grapes Syrah (Colchagua Valley),Syrah,Lapostolle
531,US,Blanc de Noir,91,50,Oregon,Paul Gregutt,Le Cadeau 2011 Blanc de Noir Sparkling (Oregon),Sparkling Blend,Le Cadeau
532,US,DiversitÌ©,91,50,Oregon,Paul Gregutt,Le Cadeau 2015 DiversitÌ© Pinot Noir (Willamette Valley),Pinot Noir,Le Cadeau
533,US,Ìäquinoxe,91,50,Oregon,Paul Gregutt,Le Cadeau 2015 Ìäquinoxe Pinot Noir (Willamette Valley),Pinot Noir,Le Cadeau
534,US,Di Domenico,91,38,California,Matt Kettmann,Le Vigne 2014 Di Domenico Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Le Vigne
535,Germany,Trocken,91,22,Mosel,Anna Lee C. Iijima,Maximin GrÌ_nhÌ_user 2015 Trocken Riesling (Mosel),Riesling,Maximin GrÌ_nhÌ_user
536,US,,91,50,Washington,Sean P. Sullivan,Northstar 2013 Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Northstar
537,US,,91,110,California,Virginie Boone,Padis 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Padis
